sample_id,node_id,true_label,predicted_label,predicted_probability,correct,support_status,has_biogrid_direct,biogrid_degree_subgraph,biogrid_distance_to_tp53,biogrid_experiment_diversity,upload_filename,upload_path
S05,USP7,STRING-supported,STRING-supported,0.9394,True,BioGRID + STRING,1,401,1,14,S05_usp7.csv,/Users/aashishkumarsingh/Documents/FACDP/data/processed/gnn/tp53_xgboost_demo_samples/S05_usp7.csv
