sample_id,node_id,true_label,predicted_label,predicted_probability,correct,support_status,has_biogrid_direct,biogrid_degree_subgraph,biogrid_distance_to_tp53,biogrid_experiment_diversity,upload_filename,upload_path
S07,CIC,BioGRID-only,BioGRID-only,0.4304,True,BioGRID-only (not STRING-supported),1,350,1,7,S07_cic.csv,/Users/aashishkumarsingh/Documents/FACDP/data/processed/gnn/tp53_random_forest_demo_samples/S07_cic.csv
