sample_id,node_id,true_label,predicted_label,predicted_probability,correct,support_status,has_biogrid_direct,biogrid_degree_subgraph,biogrid_distance_to_tp53,biogrid_experiment_diversity,upload_filename,upload_path
S04,HDAC1,STRING-supported,STRING-supported,0.876,True,BioGRID + STRING,1,508,1,14,S04_hdac1.csv,/Users/aashishkumarsingh/Documents/FACDP/data/processed/gnn/tp53_random_forest_demo_samples/S04_hdac1.csv
